timestamp,#Launch_Tag,Launch_JD,Launch_Date,LV_Type,Variant,Flight_ID,Flight,Mission,FlightCode,Platform,Launch_Site,Launch_Pad,Ascent_Site,Ascent_Pad,Apogee,Apoflag,Range,RangeFlag,Dest,OrbPay,Agency,LaunchCode,FailCode,Group,Category,LTCite,Cite,Notes,lat,lon,emit
2024-06-29 11:57:00,2024-122 ,2460491.0,2024 Jun 29 1157,Chang Zheng 7A,-,Y8,ZX-3A,Zhongxing-3A,-,-,WEN,LC201,-,-,      -, ,    -, ,-,5.0,CALT,OS,-,G,Sat GTO O,nasaspaceflight.com,-,-,19.6142,110.9511,0.0
2024-06-30 07:43:00,2024-A06  ,2460491.82,2024 Jun 30 0743,Tianlong-3 S1,-,Y1,-,-,-,-,GONGYI,-,-,-,      1,?,    1, ,-,0.0,TIANB,AF,AL,-,Static Fail,twitter/aj_fi,-,Accidental launch,34.709,113.0511,0.0
2024-06-30 20:05:00,2024-S42  ,2460492.34,2024 Jun 30 2005,Hwasong-11Da-4.5,-,-,-,-,-,-,JANGY,-,-,-,    100,?,  600, ,-,0.0,KPA,MS,-,-,Test,Wire,-,-,38.25,125.1,0.0
2024-06-30 20:15:00,2024-S43  ,2460492.34,2024 Jun 30 2015,Hwasong-11Da,?,-,-,-,-,-,JANGY,-,-,-,    100,?,  120, ,-,0.0,KPA,MF,U,-,Test,Wire,-,-,38.25,125.1,0.0
2024-07-01 03:06:00,2024-123 ,2460492.63,2024 Jul  1 0306:00,H3-22S,-,H3-F3,Daichi 4,ALOS 4,-,-,TNSC,Y2,-,-,      -, ,    -, ,-,2.99,JAXA,OS,-,G,Sat LEO D,Wire,-,-,30.4,130.97,0.0
2024-07-03 08:55:00,2024-124 ,2460494.87,2024 Jul  3 0855:00,Falcon 9,FT5,365/B1073.16 F353,Starlink-180,Starlink Group 8-9,"V2M  8-9  (13 DTC,7 Ku)",-,CC,LC40,-,-,      -, ,    -, ,-,15.0,SPX,OS,-,C,Sat LEO D,Wire,-,-,28.46,-80.54,0.0
2024-07-03 11:09:00,2024-S47  ,2460494.96,2024 Jul  3 1109,ILR-33 Bursztyn 2K,-,5,-,-,-,-,AND,-,-,-,    101, ,    -, ,-,0.0,PAI,SS,-,PAI/,Test,Wire,-,-,69.2943,16.0207,0.0
2024-07-04 04:04:00,2024-125 ,2460495.67,2024 Jul  4 0404,Firefly Alpha,-,FLTA005,Noise of Summer,VCLS Demo-2FB,ELANA 43,-,VSFB,SLC2W,-,-,      -, ,    -, ,-,0.053,FFLY,OS,-,C,Sat LEO O,nasaspaceflight,-,-,34.75,-120.62,0.0
2024-07-04 22:49:00,2024-126 ,2460496.45,2024 Jul  4 2249,Chang Zheng 6A,-,Y7,Tianhui 5-02,Tianhui 5-02,-,-,TYSC,LC9A,-,-,      -, ,    -, ,-,1.5,SAST,OS,-,G,Sat SSO L,nasaspaceflight.com,-,-,37.5,112.6,0.0
2024-07-08 23:30:00,2024-127 ,2460500.48,2024 Jul  8 2330,Falcon 9,FT5,346/B1076.15 F354,Turksat 6A,Turksat 6A,-,-,CC,LC40,-,-,      -, ,    -, ,-,4.25,SPX,OS,-,C,Sat STO O,Wire,-,-,28.46,-80.54,0.0
2024-07-09 19:00:00,2024-128 ,2460501.29,2024 Jul  9 1900:00,Ariane 62,-,VA262 (L6001),Dummy Payload,Cubesats,-,-,CSG,ELA4,-,-,      -, ,    -, ,-,1.77,ESA,OS85,S2R,G,Sat LEO O,Wire,-,APU failed in coast,5.2333,-52.7517,0.0
2024-07-10 23:40:00,2024-F03  ,2460502.49,2024 Jul 10 2340,Shuang Quxian 1,3?,Y8,Yunyao-1 15-17,Yunyao-1,-,-,JQ,LC43/95A,-,-,      -, ,    -, ,-,0.3,XJRY,OF,S4I?,C,Sat SSO O,Wire,-,Stage 4 failed,41.31,100.31,0.0
2024-07-12 02:35:00,2024-129 ,2460503.61,2024 Jul 12 0235:00,Falcon 9,FT5,355/B1063.19 F355,Starlink-181,Starlink Group 9-3,"V2M  9-3  (13 DTC,7 Ku)",-,VSFBS,SLC4E,-,-,      -, ,    -, ,-,15.75,SPX,OF40,S2R,C,Sat LEO D,Wire,-,Stage 2 no restart,34.63,-120.61,0.0
2024-07-16 19:01:00,2024-S44  ,2460508.29,2024 Jul 16 1901:00,Black Brant IX,-,NASA 36.385NS,MaGIXS 2,-,-,-,WS,-,-,-,    347, ,    -, ,-,0.0,GSFC,SS,-,MSFC/Winebarger,Solar X,www.nasa.gov,-,-,32.4,-106.53,0.0
2024-07-19 03:03:00,2024-130 ,2460510.63,2024 Jul 19 0303,Chang Zheng 4B,-,Y58,GF11-05,GF11-05,-,-,TYSC,-,-,-,      -, ,    -, ,-,3.0,SAST,OS,-,G,Sat SSO L,nasaspaceflight.com,-,-,37.5,112.6,0.0
2024-07-22 01:30:00,2024-S46  ,2460513.56,2024 Jul 22 0130,ATV,-,ATV-D03,RH-560,-,-,-,SDSC,RH,-,-,    100,?,    -, ,-,0.0,ISRO,SS,-,VSSC/,Test/Tech,isro.gov.in,-,-,13.621,80.303,0.0
2024-07-27 05:45:00,2024-131 ,2460518.74,2024 Jul 27 0545:00,Falcon 9,FT5,362/B1069.17 F356,Starlink-182,Starlink Group 10-9,V2M  10-9 (23 Ku),-,KSC,LC39A,-,-,      -, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,28.6083,-80.6041,0.0
2024-07-28 05:09:00,2024-132 ,2460519.71,2024 Jul 28 0509:00,Falcon 9,FT5,358/B1077.14 F357,Starlink-183,Starlink Group 10-4,V2M  10-4 (23 Ku),-,CC,LC40,-,-,      -, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,28.46,-80.54,0.0
2024-07-28 09:22:10,2024-133 ,2460519.89,2024 Jul 28 0922:10,Falcon 9,FT5,363/B1071.17 F358,Starlink-184,Starlink Group 9-4,"V2M  9-4  (13 DTC,8 Ku)",-,VSFBS,SLC4E,-,-,      -, ,    -, ,-,15.5,SPX,OS,-,C,Sat LEO D,SpaceX,-,-,34.63,-120.61,0.0
2024-07-30 10:45:00,2024-134 ,2460521.95,2024 Jul 30 1045,Atlas V 551,G,AV-101,USSF-51,USSF-51,-,-,CC,SLC41,-,-,      -, ,    -, ,-,5.0,ULAL,OS,-,CG/G,Sat GEO O,Wire,-,-,28.46,-80.54,0.0
2024-08-01 13:14:00,2024-135 ,2460524.05,2024 Aug  1 1314,Chang Zheng 3B,G2,Y97,Hulianwang Gaogui W.,HWGGW 2,-,-,XSC,LC2,-,-,      -, ,    -, ,-,4.0,CALT,OS,-,G,Sat GTO O,nasaspaceflight.com,xinhuanet.com,-,28.2472,102.0291,0.0
2024-08-02 05:01:00,2024-136 ,2460524.71,2024 Aug  2 0501:00,Falcon 9,FT5,360/B1078.12 F359,Starlink-185,Starlink Group 10-6,V2M  10-6 (23 Ku),-,KSC,LC39A,-,-,      -, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,28.6083,-80.6041,0.0
2024-08-02 16:39:00,2024-137 ,2460525.19,2024 Aug  2 1639,Electron,-,51,"Owl for One, One for Owl",Strix-4,-,-,MAHIA,LC1B,-,-,      -, ,    -, ,-,0.15,RLABN,OS,-,C,Sat SSO OO,Wire,-,-,-39.2609,177.8655,0.0
2024-08-04 07:24:00,2024-138 ,2460526.81,2024 Aug  4 0724:00,Falcon 9,FT5,364/B1082.6  F360,Starlink-186,Starlink Group 11-1,V2M  11-1 (23 Ku),-,VSFBS,SLC4E,-,-,      -, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,34.63,-120.61,0.0
2024-08-04 15:02:53,2024-139 ,2460527.13,2024 Aug  4 1502:53,Falcon 9,FT5,367/B1080.10 F361,Cygnus NG-21,Cygnus NG-21,-,-,CC,LC40,-,-,      -, ,    -, ,-,12.0,SPX,OS,-,CX,Sat ISS D,Wire,-,-,28.46,-80.54,1.0
2024-08-06 06:42:00,2024-140 ,2460528.78,2024 Aug  6 0642,Chang Zheng 6A,-,Y21,Qianfan Jigui 01,Qianfan Xingzuo I-2,-,-,TYSC,-,-,-,      -, ,    -, ,-,5.4,SAST,OS,-,G/C,Sat SSO L,nasaspaceflight.com,-,-,37.5,112.6,0.0
2024-08-10 12:50:00,2024-141 ,2460533.03,2024 Aug 10 1250:00,Falcon 9,FT5,366/B1067.21 F362,Starlink-187,Starlink Group 8-3,"V2M  8-3  (13 DTC,8 Ku)",-,CC,LC40,-,-,      -, ,    -, ,-,15.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,28.46,-80.54,0.0
2024-08-11 13:18:00,2024-142 ,2460534.05,2024 Aug 11 1318,Electron,-,52,A Sky full of SARs,Capella 13 Acadia-3,-,-,MAHIA,LC1B,-,-,      -, ,    -, ,-,0.18,RLABN,OS,-,C,Sat LEO OO,Wire,-,-,-39.2609,177.8655,0.0
2024-08-12 02:02:00,2024-143 ,2460534.58,2024 Aug 12 0202:00,Falcon 9,FT5,361/B1061.22 F363,ASBM,ASBM-1/2,-,-,VSFBS,SLC4E,-,-,      -, ,    -, ,-,7.2,SPX,OS,-,C,Sat MOL O,Wire,-,-,34.63,-120.61,0.0
2024-08-12 10:37:00,2024-144 ,2460534.94,2024 Aug 12 1037:00,Falcon 9,FT5,357/B1073.17 F364,Starlink-188,Starlink Group 10-7,V2M  10-7 (23 Ku),-,KSC,LC39A,-,-,      -, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,28.6083,-80.6041,0.0
2024-08-13 10:00:00,2024-S48  ,2460535.92,2024 Aug 13 1000:00,Terrier Imp Malemute,-,NASA 46.042WO,Rocksat-X,-,-,-,WI,LA2,-,-,    164, ,    -, ,-,0.0,GSFC,SS,-,WFF/Koehler,Edu,www.nasa.gov,-,-,37.83,-75.48,0.0
2024-08-15 03:20:18,2024-145 ,2460537.64,2024 Aug 15 0320:18,Soyuz-2-1A,-,A 15000-072,Progress MS-28,Progress 7K-TGM No. 458,ISS 89P,-,GIK-5,LC31,-,-,      -, ,    -, ,-,7.5,FKA,OS,-,G,Sat ISS O,spaceflightnow.com,-,-,46.0,63.0,0.0
2024-08-15 13:00:00,2024-146 ,2460538.04,2024 Aug 15 1300:00,Falcon 9,FT5,368/B1076.16 F365,WV Legion 3/4,Maxar-2,-,-,CC,LC40,-,-,      -, ,    -, ,-,1.4,SPX,OS,-,C,Sat LEO D,Wire,-,-,28.46,-80.54,0.0
2024-08-16 03:47:00,2024-147 ,2460538.66,2024 Aug 16 0347,SSLV,-,SSLV-D3,EOS-08,EOS-08,-,-,SHAR,FLP,-,-,    349, ,    -, ,-,0.175,ISRO,OS,-,G,Sat LEO O,ISROWebcast,-,-,13.621,80.303,0.0
2024-08-16 07:35:00,2024-148 ,2460538.82,2024 Aug 16 0735,Chang Zheng 4B,-,Y72,Yaogan 43-01,Yaogan 43 01,-,-,XSC,-,-,-,      -, ,    -, ,-,2.0,SAST,OS,-,G,Sat LEO L,nasaspaceflight.com,-,-,28.2472,102.0291,0.0
2024-08-16 18:56:00,2024-149 ,2460539.29,2024 Aug 16 1856:00,Falcon 9,FT5,369/B1075.12 F366,Transporter-11,Transporter-11,-,-,VSFBS,SLC4E,-,-,      -, ,    -, ,-,3.0,SPX,OS,-,C,Sat SSO D,Wire,-,-,34.63,-120.61,0.0
2024-08-20 13:20:00,2024-150 ,2460543.06,2024 Aug 20 1320:00,Falcon 9,FT5,359/B1085.1  F367,Starlink-189,Starlink Group 10-5,V2M  10-5 (22 Ku),-,CC,LC40,-,-,      -, ,    -, ,-,16.0,SPX,OS,-,C,Sat LEO D,Wire,-,-,28.46,-80.54,0.0
2024-08-22 12:25:00,2024-151 ,2460545.02,2024 Aug 22 1225,Chang Zheng 7A,-,Y9,ZX-4A,Zhongxing-4A,-,-,WEN,LC201,-,-,      -, ,    -, ,-,5.0,CALT,OS,-,G,Sat GTO O,nasaspaceflight.com,-,-,19.6142,110.9511,0.0
2024-08-24 01:55:00,2024-A07  ,2460546.58,2024 Aug 24 0155,Rhumi,-,1,Mission Rhumi 2024,-,-,-,THIR,-,-,-,     35, ,    -, ,-,0.0,SZI,AS,-,-,Test,hindustantimes.com,-,-,12.76,80.25,0.0
2024-08-26 04:00:00,2024-S50  ,2460548.67,2024 Aug 26 0400,Black Brant IX,-,NASA 36.384UG,OAxFORTIS,-,-,-,WS,-,-,-,    272, ,    -, ,-,0.0,GSFC,SS,-,JHU/McCandliss,UV Astron,www.nasa.gov,-,-,32.4,-106.53,0.0
2024-08-28 07:48:00,2024-152 ,2460550.83,2024 Aug 28 0748:00,Falcon 9,FT5,371/B1062.23 F368,Starlink-190,Starlink Group 8-6,"V2M  8-6  (13 DTC,8 Ku)",-,CC,LC40,-,-,      -, ,    -, ,-,16.0,SPX,OS,-,C,Sat LEO D,Wire,-,-,28.46,-80.54,0.0
2024-08-29 05:22:00,2024-153 ,2460551.72,2024 Aug 29 0522,Gushenxing 1,S,Y3,How Far I'll Go,Yunyao-1 15-17,-,DFHT,HHAI,LP6,-,-,      -, ,    -, ,-,0.3,XIDO,OS,-,C,Sat SSO O,nasaspaceflight.com,-,-,34.9,121.19,0.0
2024-08-29 13:07:11,2024-S49  ,2460552.05,2024 Aug 29 1307:11,New Shepard,-,PM4-4 F11,New Shepard NS26,New Shepard CC2.0-2,RSS First Step,-,WTEX,-,-,-,    107, ,    -, ,-,0.0,BLOR,SS,-,BLOR/,Tourist Flight,nasaspaceflight.com,-,-,31.4228,-104.7572,0.0
2024-08-31 00:00:00,2024-A08  ,2460553.5,2024 Aug 31,Evo Space,-,-,Spaceport Co. Test,-,-,OIALT,PBLA,-,-,-,     17, ,    -, ,-,0.0,SPORT/EVOL,AS,-,EVOL/,Test,evolutionspace.com,-,-,29.998,-88.977,0.0
2024-08-31 07:43:00,2024-154 ,2460553.82,2024 Aug 31 0743:00,Falcon 9,FT5,372/B1069.18 F369,Starlink-191,Starlink Group 8-10,"V2M  8-10 (13 DTC,8 Ku)",-,CC,LC40,-,-,      -, ,    -, ,-,16.0,SPX,OS,-,C,Sat LEO D,Wire,-,-,28.46,-80.54,0.0
2024-08-31 08:48:00,2024-155 ,2460553.87,2024 Aug 31 0848:00,Falcon 9,FT5,370/B1081.9  F370,Starlink-192,Starlink Group 9-5,"V2M  9-5  (13 DTC,8 Ku)",-,VSFBS,SLC4E,-,-,      -, ,    -, ,-,16.0,SPX,OS,-,C,Sat LEO D,SpaceX,-,-,34.63,-120.61,0.0
2024-09-02 09:41:00,2024-S51  ,2460555.9,2024 Sep  2 0941:00,Black Brant VC,-,BOLT-1B,BOLT-1B,-,-,-,AND,U3,-,-,    254, ,    -, ,-,0.0,DLR,SS,-,JHU/AFRL/,Hypersonic,nasaspaceflight.com,-,-,69.2943,16.0207,0.0
2024-09-03 01:22:00,2024-156 ,2460556.56,2024 Sep  3 0122,Chang Zheng 4B,-,Y73,Yaogan 43-02,Yaogan 43 02,-,-,XSC,-,-,-,      -, ,    -, ,-,2.0,SAST,OS,-,G,Sat LEO L,nasaspaceflight.com,-,-,28.2472,102.0291,0.0
2024-09-03 19:21:00,2024-S53  ,2460557.31,2024 Sep  3 1921:00,Black Brant IX,-,NASA 36.366US,FURST,-,-,-,WS,-,-,-,    300,?,    -, ,-,0.0,GSFC,SS,-,MSU/Kankelborg,Solar UV,www.nasa.gov,-,-,32.4,-106.53,0.0
2024-09-05 01:50:15,2024-157 ,2460558.58,2024 Sep  5 0150:15,Vega,1,VV24,Sentinel-2C,Sentinel-2C,-,-,CSG,ZLV,-,-,      -, ,    -, ,-,1.143,AE,OS,-,C/G,Sat SSO D,spaceflightnow.com,-,-,5.2333,-52.7517,0.0
2024-09-05 15:33:00,2024-158 ,2460559.15,2024 Sep  5 1533:00,Falcon 9,FT5,374/B1077.15 F371,Starlink-193,Starlink Group 8-11,"V2M  8-11 (13 DTC,8 Ku)",-,CC,LC40,-,-,      -, ,    -, ,-,16.0,SPX,OS,-,C,Sat LEO D,Wire,-,-,28.46,-80.54,0.0
2024-09-05 18:30:00,2024-159 ,2460559.27,2024 Sep  5 1830,Chang Zheng 6,-,Y11,Geely 03 zu,Geely 3-01/3-10,-,-,TYSC,LC16,-,-,      -, ,    -, ,-,1.3,SAST,OS,-,G/C,Sat SSO L,nasaspaceflight.com,-,-,37.5,112.6,0.0
2024-09-06 00:00:00,2024-S52  ,2460559.5,2024 Sep  6,Agni 4,-,-,Agni RV,-,-,-,CHAN,IC4,-,-,    600, , 3500, ,-,0.0,ISFC,MS,-,-,Test,thehindu.com,-,-,21.3,86.6,0.0
2024-09-06 03:20:00,2024-160 ,2460559.64,2024 Sep  6 0320,Falcon 9,FT5,373/B1063.20 F372,NROL-113,NRO Starshield A3,NRO PA03 (21),-,VSFBS,SLC4E,-,-,      -, ,    -, ,-,15.5,SPX,OS,-,CX/G,Sat LEO D,SpaceX,-,-,34.63,-120.61,0.0
2024-09-10 09:23:49,2024-161 ,2460563.89,2024 Sep 10 0923:49,Falcon 9,FT5,349/B1083.4  F373,Polaris Dawn,Dragon C207.3,-,-,KSC,LC39A,-,-,      -, ,    -, ,-,13.5,SPX,OS,-,C,Sat LEO D,polarisprogram.com,-,-,28.6083,-80.6041,0.0
2024-09-11 16:23:12,2024-162 ,2460565.18,2024 Sep 11 1623:12,Soyuz-2-1A,-,M 15000-070,Soyuz MS-26,Soyuz 11F732A48 No. 757,ISS 72S,-,GIK-5,LC31,-,-,      -, ,    -, ,-,7.2,FKA,OS,-,G,Sat ISS O,nasaspaceflight.com,-,-,46.0,63.0,0.0
2024-09-11 22:10:00,2024-M07  ,2460565.42,2024 Sep 11 2210?,Hwasong-11Na,?,-,-,-,-,-,SUNAN,-,-,-,     50, ,  360, ,-,0.0,JRG,MS,-,-,OT,Wire,-,-,39.2674,125.6752,0.0
2024-09-11 22:10:00,2024-M08  ,2460565.42,2024 Sep 11 2210?,Hwasong-11Na,?,-,-,-,-,-,SUNAN,-,-,-,     50, ,  360, ,-,0.0,JRG,MS,-,-,OT,Wire,-,-,39.2674,125.6752,0.0
2024-09-11 22:10:00,2024-M09  ,2460565.42,2024 Sep 11 2210?,Hwasong-11Na,?,-,-,-,-,-,SUNAN,-,-,-,     50, ,  360, ,-,0.0,JRG,MS,-,-,OT,Wire,-,-,39.2674,125.6752,0.0
2024-09-12 08:52:00,2024-163 ,2460565.87,2024 Sep 12 0852,Falcon 9,FT5,377/B1078.13 F374,BlueBird 1-1,BlueBird 1-1,-,-,CC,LC40,-,-,      -, ,    -, ,-,7.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,28.46,-80.54,0.0
2024-09-13 01:45:00,2024-164 ,2460566.57,2024 Sep 13 0145:00,Falcon 9,FT5,375/B1071.18 F375,Starlink-194,Starlink Group 9-6,"V2M  9-6 (13 DTC,7 Ku)",-,VSFBS,SLC4E,-,-,      -, ,    -, ,-,16.0,SPX,OS,-,C,Sat LEO D,SpaceX,-,-,34.63,-120.61,0.0
2024-09-14 06:00:00,2024-165 ,2460567.75,2024 Sep 14 0600?,Qaem-100,-,OM-B2,Chamran-1,-,-,-,SHAHR,-,-,-,      -, ,    -, ,-,0.06,IRGC,OS,-,G,Sat LEO O,TLE,-,-,36.23,55.33,0.0
2024-09-15 03:30:00,2024-S54  ,2460568.65,2024 Sep 15 0330,Kheibar Shekan,?,-,Palestine-2,-,-,-,SANAA?,-,-,-,    300,?, 2000,?,Israel,0.0,ANSAL,MS,-,-,Weapon,Wire,-,-,,,-1.0
2024-09-17 07:01:00,2024-166 ,2460570.79,2024 Sep 17 0701:00,Angara-1.2,-,71604/3L?,Kosmos-2577/2578,OO MKA-1/2,-,-,GIK-1,LC35/1,-,-,      -, ,    -, ,-,0.52,KHRU,OS,-,G,Sat SSO SD,Wire,-,-,62.9,40.5,0.0
2024-09-17 22:50:00,2024-167 ,2460571.45,2024 Sep 17 2250,Falcon 9,FT5,376/B1067.22 F376,Galileo FM26/FM32,Galileo L13,-,-,CC,LC40,-,-,      -, ,    -, ,-,1.466,SPX,OS,-,C,Sat MEO O,Wire,-,-,28.46,-80.54,0.0
2024-09-19 01:14:00,2024-168 ,2460572.55,2024 Sep 19 0114,Chang Zheng 3B/YZ-1,G3Z,-,Beidou DW 59/60,Beidou-3M,-,-,XSC,-,-,-,      -, ,    -, ,-,2.028,CALT,OS,-,G,Sat MEO OO,nasaspaceflight.com,xinhuanet.com,-,28.2472,102.0291,0.0
2024-09-20 04:11:00,2024-169 ,2460573.67,2024 Sep 20 0411,Chang Zheng 2D,-,-,Jilin-1 Kuanfu 02B,Jilin-1 Kuanfu 02B,-,-,TYSC,-,-,-,      -, ,    -, ,-,1.4,SAST,OS,-,G,Sat SSO D,nasaspaceflight.com,-,-,37.5,112.6,0.0
2024-09-20 09:43:00,2024-170 ,2460573.9,2024 Sep 20 0943,Kuaizhou-1A,-,Y31,Tianqi 29-32,Tianqi 29-32,-,-,XSC,LC4,-,-,      -, ,    -, ,-,0.16,EXPACE,OS,-,C,Sat LEO L,nasaspaceflight.com,-,-,28.2472,102.0291,0.0
2024-09-20 13:50:00,2024-171 ,2460574.08,2024 Sep 20 1350:00,Falcon 9,FT5,378/B1075.13 F377,Starlink-195,Starlink Group 9-17,"V2M  9-17 (13 DTC,7 Ku)",-,VSFBS,SLC4E,-,-,      -, ,    -, ,-,16.0,SPX,OS,-,C,Sat LEO D,SpaceX,-,-,34.63,-120.61,0.0
2024-09-20 23:01:00,2024-172 ,2460574.46,2024 Sep 20 2301,Electron,-,53,Kineis Killed the RadIOT,Kineis 3A-3E,-,-,MAHIA,LC1A,-,-,      -, ,    -, ,-,0.14,RLABN,OS,-,C,Sat SSO OO,Wire,-,-,-39.2609,177.8655,0.0
2024-09-21 00:00:00,2024-A09  ,2460574.5,2024 Sep 21?,Sarmat,-,-,-,-,-,-,GNIIP,LC-SARM,-,-,      0, ,    -, ,(Kura),0.0,RVSNR,MF,PE,-,Test,Wire,-,Exploded in silo?,63.0,41.1,0.0
2024-09-24 02:31:41,2024-173 ,2460577.61,2024 Sep 24 0231:41,Jielong-3,-,Y4,Jilin Daxue/XSD-15/,-,-,DFHT,HHAI,LP4,-,-,      -, ,    -, ,-,0.5,CZHJ,OS,-,C,Sat SSO L,nasaspaceflight.com,-,-,34.9,121.19,0.0
2024-09-24 23:33:00,2024-174 ,2460578.48,2024 Sep 24 2333,Lijian-1,-,Y4,AIRSAT/Yunyao,-,-,-,JQ,LC130,-,-,      -, ,    -, ,-,0.85,ZKYT,OS,-,C,Sat SSO L,nasaspaceflight.com,-,-,41.31,100.31,0.0
2024-09-25 00:44:00,2024-S55  ,2460578.53,2024 Sep 25 0044,DF-31,-,-,DF-31AG,-,-,-,NEHAI,-,-,-,   1000,?,11600, ,146.5W 10.5S,0.0,PLA2AC,MS,-,-,Test,nasaspaceflight.com,-,-,19.8755,110.9615,0.0
2024-09-25 04:01:00,2024-175 ,2460578.67,2024 Sep 25 0401:00,Falcon 9,FT5,380/B1081.10 F378,Starlink-196,Starlink Group 9-8,"V2M  9-8 (13 DTC, 7 Ku)",-,VSFBS,SLC4E,-,-,      -, ,    -, ,-,16.0,SPX,OS,-,C,Sat LEO D,SpaceX,-,-,34.63,-120.61,0.0
2024-09-26 05:24:00,2024-176 ,2460579.73,2024 Sep 26 0524,H-IIA 202,1,H-IIA-49,IGS O-9,IGS O-9,-,-,TNSC,Y,-,-,      -, ,    -, ,-,1.5,MHI,OS,-,CG,Sat SSO O,www.mhi.com,-,-,30.4,130.97,0.0
2024-09-27 10:30:00,2024-177 ,2460580.94,2024 Sep 27 1030,Chang Zheng 2D,-,Y44,Shi Jian 19,Shi Jian 19,-,-,JQ,-,-,-,      -, ,    -, ,-,1.5,SAST,OS,-,G,Sat SSO O,nasaspaceflight.com,-,-,41.31,100.31,0.0
2024-09-28 17:17:20,2024-178 ,2460582.22,2024 Sep 28 1717:20,Falcon 9,FT5,379/B1085.2  F379,Dragon Crew-9,Dragon C212.4,-,-,CC,LC40,-,-,      -, ,    -, ,-,13.055,SPX,OS,-,CX,Sat ISS D,Wire,-,-,28.46,-80.54,0.0
2024-09-28 18:00:00,2024-S61  ,2460582.25,2024 Sep 28 1800,Terrier Oriole,?,JAKE,-,-,-,-,WI,-,-,-,    100,?,    -, ,-,0.0,MDA,SS,-,-,Target?,Wire,-,-,37.83,-75.48,0.0
2024-10-01 13:09:00,2024-S62  ,2460585.05,2024 Oct  1 1309,SpaceLoft XL,-,SpaceLoft SL-15,NASA FOP,-,-,-,SPAM,VLA LC1,-,-,    100,?,    -, ,-,0.0,UPAE,SS,-,UPAE/,Tech,Wire,-,-,32.99,-106.97,0.0
2024-10-01 16:30:00,2024-S56  ,2460585.19,2024 Oct  1 1630?,Fattah-1,-,(many),-,-,-,-,SHIRS,-,-,-,    200,?, 1000,?,Israel,0.0,IR,MS,-,-,Weapon,Wire,-,-,29.4642,52.4882,0.0
2024-10-01 16:30:00,2024-S57  ,2460585.19,2024 Oct  1 1630?,Kheibar Shekan,-,(many),-,-,-,-,SHIRS,-,-,-,    200,?, 1000,?,Israel,0.0,IR,MS,-,-,Weapon,Wire,-,-,29.4642,52.4882,0.0
2024-10-01 16:30:00,2024-S58  ,2460585.19,2024 Oct  1 1630?,Emad,-,(many),-,-,-,-,SHIRS,-,-,-,    200,?, 1000,?,Israel,0.0,IR,MS,-,-,Weapon,Wire,-,-,29.4642,52.4882,0.0
2024-10-01 16:30:00,2024-S59  ,2460585.19,2024 Oct  1 1630?,Ghadr-110,-,(many),-,-,-,-,SHIRS,-,-,-,    200,?, 1000,?,Israel,0.0,IR,MS,-,-,Weapon,Wire,-,-,29.4642,52.4882,0.0
2024-10-01 16:30:00,2024-S60  ,2460585.19,2024 Oct  1 1630?,Shahab 3,-,(many),-,-,-,-,SHIRS,-,-,-,    200,?, 1000,?,Israel,0.0,IR,MS,-,-,Weapon,Wire,-,-,29.4642,52.4882,0.0
2024-10-04 11:25:00,2024-179 ,2460587.98,2024 Oct  4 1125:00,Vulcan Centaur VC2S,-,V-002,CERT-2,CERT-2,-,-,CC,SLC41,-,-,      -, ,    -, ,-,1.0,ULAD,DS,-,C,Sat EEO O,Wire,-,-,28.46,-80.54,0.0
2024-10-07 14:52:00,2024-180 ,2460591.12,2024 Oct  7 1452,Falcon 9,FT5,385/B1061.23 F380,Hera,Hera,-,-,CC,LC40,-,-,      -, ,    -, ,-,1.2,SPX,DS,-,C/OG,Sat EEO E,SpaceX,-,-,28.46,-80.54,0.0
2024-10-10 13:50:00,2024-181 ,2460594.08,2024 Oct 10 1350,Chang Zheng 3B,-,-,HGW 03,HWGGW 3,-,-,XSC,LC2,-,-,      -, ,    -, ,-,4.0,CALT,OS,-,G,Sat GTO O,nasaspaceflight.com,xinhuanet.com,-,28.2472,102.0291,0.0
2024-10-13 12:25:00,2024-U04  ,2460597.02,2024 Oct 13 1225:00,Starship V1.0,-,B12/S30,Starship Flight 5,Ship 30,-,-,STB,OLP1,-,-,    213, ,    -, ,-,120.0,SPX,OS,-,C,Sat LEO S,nasaspaceflight.com,-,-,25.9964,-97.1536,0.0
2024-10-14 16:06:00,2024-182 ,2460598.17,2024 Oct 14 1606:00,Falcon Heavy,-,011/B1089.1,Europa Clipper,Europa Clipper,"B1064.6,B1065.6",-,KSC,LC39A,-,-,      -, ,    -, ,-,5.7,SPX,DS,-,CX/G,Sat EEO E,SpaceX,-,-,28.6083,-80.6041,0.0
